id;name;host_id;host_name;neighbourhood_group;neighbourhood;latitude;longitude;room_type;price;minimum_nights;number_of_reviews;last_review;reviews_per_month;calculated_host_listings_count;availability_365
393699;Heart of Lisbon!! Amazing room!!;1593947;Nuno;Lisboa;Santo Antnio;3.871.724;-914.755;Private room;30;2;148;14.10.2018;Jan 74;12;20
393700;Royal Prince House!Heart of Lisbon!;1593947;Nuno;Lisboa;Santo Antnio;3.871.693;-9.148;Entire home/apt;150;2;50;13.09.2013;0.47;12;19
396204;Fantastic Sea View in Ericeira;1731572;Luis Pedro;Mafra;Ericeira;3.898.762;-941.653;Entire home/apt;100;3;66;30.09.2019;0.79;1;264
403260;Alfama 2 | Terrace Lisboa Vida Boa;1654712;Susanna;Lisboa;So Vicente;3.871.337;-912.548;Entire home/apt;90;5;107;18.09.2019;01. Jan;7;186
403760;Alfama 1 | Terrace Lisboa Vida Boa;1654712;Susanna;Lisboa;So Vicente;3.871.337;-912.548;Entire home/apt;80;5;144;14.11.2019;Jan 46;7;180
405399;Lisbon Panorama I;1788136;Mário;Lisboa;So Vicente;3.871.904;-913.269;Entire home/apt;98;2;185;19.02.2020;02. Dez;4;364
411639;Alfama 3 | Terrace Lisboa Vida Boa;1654712;Susanna;Lisboa;So Vicente;3.871.337;-912.548;Entire home/apt;245;3;20;06.06.2013;0.21;7;143
416929;A room at the República das bananas;2073678;Augusto;Lisboa;Arroios;387.338;-9.133;Private room;18;1;433;26.02.2020;4.00;2;302
417448;Cute and Cosy apartment in LISBON;2075804;Josie;Lisboa;Santo Antnio;3.871.956;-914.255;Entire home/apt;59;3;106;06.03.2020;0.96;1;4
418945;Nice view over Tagus River @ Lisboa;2083563;Manuel;Lisboa;Belm;3.871.156;-921.046;Private room;110;1;2;10.07.2016;0.02;3;365
422485;Beautiful & Spacious Principe Real;1928060;China;Lisboa;Misericrdia;3.871.324;-915.105;Entire home/apt;120;2;84;07.09.2018;0.96;2;0
424175;Charming  Bed & Breakfast;2108826;Maria;Cascais;Cascais e Estoril;3.870.779;-939.326;Private room;50;1;121;18.11.2019;Jan 27;2;332
424664;Lavanda House Swimming pool Garden;815805;Catarina;Cadaval;Cadaval e Pro Moniz;3.923.805;-912.181;Entire home/apt;87;3;67;01.03.2017;0.63;5;264
427653;Loft - Downtown / Castle - historic;2125391;Nuno;Lisboa;Santa Maria Maior;3.871.147;-913.382;Entire home/apt;56;3;141;22.06.2019;Jan 34;2;299
428784;Great apartment in the Old Town II;914126;Martin;Lisboa;Santa Maria Maior;3.871.296;-91.363;Entire home/apt;120;2;55;14.03.2020;0.66;17;286
428785;Great apartment in the Old Town;914126;Martin;Lisboa;Santa Maria Maior;387.129;-913.817;Entire home/apt;105;2;136;26.02.2020;Jan 71;17;311
429865;Chalet with swimming pool in Sintra;2136909;Pedro;Sintra;Colares;3.880.579;-94.721;Entire home/apt;101;2;210;06.09.2019;Jan 96;4;318
436190;Calm house with pool in Sintra;2136909;Pedro;Sintra;Colares;3.880.601;-947.216;Entire home/apt;99;2;134;28.09.2019;Jan 59;4;341
438431;Guest House Graça Castle. By Alfama;2101702;João;Lisboa;So Vicente;3.871.359;-912.974;Entire home/apt;75;4;361;18.05.2019;Mrz 33;13;59
439888;FeelingLisbon Chiado - Authenticity;2068065;Vanda;Lisboa;Misericrdia;3.871.291;-914.926;Entire home/apt;50;3;4;22.06.2017;0.05;33;365
441671;Encantadora vivenda  Azenhas do Mar;2194932;João;Sintra;Colares;3.883.733;-945.994;Entire home/apt;600;5;3;01.07.2018;0.09;1;338
444996;Charming room for Lisbon lovers;2211068;Rui;Lisboa;Misericrdia;3.871.441;-914.908;Private room;45;3;267;25.02.2020;Feb 62;1;0
447832;Your home in Bairro Alto;2223892;Teresa + Andy;Lisboa;Misericrdia;3.871.109;-914.715;Entire home/apt;74;3;559;29.08.2020;05. Sep;1;266
449080;Mouraria I, Eco-duplex&french balcony&smart access;2229758;Ulrik;Lisboa;Santa Maria Maior;3.871.579;-913.382;Entire home/apt;31;2;160;23.10.2020;Jan 51;12;316
449923;Estúdio11 Estoril - Piscina e Tenis;758277;Margarida;Cascais;Cascais e Estoril;3.870.916;-940.665;Entire home/apt;55;3;41;10.08.2016;0.38;2;333
451351;LV Premier Baixa CN1- AC, elevator, central, views;181902;Jose Luz;Lisboa;Santa Maria Maior;3.870.984;-913.632;Entire home/apt;160;1;133;24.05.2021;Jan 30;16;322
453093;Villa Oasis, beach village retreat;2251214;Horacio;Lourinh;Lourinh e Atalaia;392.699;-933.172;Entire home/apt;90;5;6;17.07.2020;0.11;2;227
453233;Apartment in historic city  center - Alfama Julia;2252054;Giuseppe;Lisboa;Santa Maria Maior;3.871.199;-912.798;Entire home/apt;65;2;322;07.03.2020;Feb 99;2;173
453651;Apartment steps from the beach;2251214;Horacio;Lourinh;Lourinh e Atalaia;3.926.414;-933.548;Entire home/apt;60;5;2;20.07.2019;0.03;2;199
454217;Alfama IV, historic  studio & smart check-in;2229758;Ulrik;Lisboa;Santa Maria Maior;3.871.186;-912.859;Entire home/apt;23;2;183;15.07.2020;Jan 72;12;314
454267;Sao Vicente I, Eco-penthouse,best view in Lisbon!;2229758;Ulrik;Lisboa;So Vicente;387.143;-913.059;Entire home/apt;34;2;155;30.05.2021;Jan 66;12;311
454298;Alfama III, studio,french balcony & smart check-in;2229758;Ulrik;Lisboa;Santa Maria Maior;3.871.191;-912.864;Entire home/apt;27;2;196;09.09.2020;02. Jun;12;274
454306;Alfama II, eco-penthouse with french balcony;2229758;Ulrik;Lisboa;Santa Maria Maior;3.871.189;-912.867;Entire home/apt;27;2;182;02.02.2020;Jan 90;12;300
454328;Alfama I, eco-penthouse with view & french balcony;2229758;Ulrik;Lisboa;Santa Maria Maior;3.871.189;-912.867;Entire home/apt;30;2;203;21.09.2020;02. Apr;12;315
460877;Stunning Sintra Mountain Property;2290926;Ana;Sintra;S.Maria, S.Miguel, S.Martinho, S.Pedro Penaferrim;3.879.187;-939.384;Entire home/apt;300;4;24;19.10.2018;0.38;1;229
467348;My Deer House.;1164754;Filipe;Cascais;Carcavelos e Parede;3.868.013;-932.977;Entire home/apt;70;3;12;24.02.2020;0.59;1;0
472183;Estúdio low cost /sleeps 4 /free parking zone;2341627;Elsa;Lisboa;Belm;3.869.735;-919.489;Entire home/apt;60;7;115;29.01.2019;Jan 20;4;44
473272;Great room near the beach -Ericeira;2346772;Diogo;Mafra;Ericeira;3.895.778;-940.431;Private room;43;2;0;;;1;364
473519;Quarto com charme em Algés, perto da cidade;940404;Alice;Oeiras;Algs, Linda-a-Velha e Cruz Quebrada-Dafundo;387.056;-923.021;Private room;25;2;30;26.07.2019;0.77;1;263
474818;CASTELO, ALFAMA - CASA MENINO DEUS    ( 53816/AL );2353669;Jorge;Lisboa;Santa Maria Maior;3.871.284;-913.085;Entire home/apt;49;2;373;21.10.2019;Mrz 64;1;310
478989;GreatStay Fanqueiros 5;862470;Great Stay;Lisboa;Santa Maria Maior;3.871.135;-913.616;Private room;56;1;85;15.08.2020;01. Feb;12;21
479093;Excellent family home, come visit!;2372961;Ekk;Sintra;S.Maria, S.Miguel, S.Martinho, S.Pedro Penaferrim;3.876.467;-936.206;Private room;100;1;0;;;1;365
479691;Casa do Bairro @ Bairro Alto Lisbon   34211/AL;2376032;Dulce;Lisboa;Misericrdia;3.871.403;-914.551;Entire home/apt;60;1;186;20.10.2019;Jan 81;1;341
483897;Entrecampos Apartment;2381723;Renata;Lisboa;Avenidas Novas;3.874.524;-914.776;Entire home/apt;55;14;206;29.09.2019;Feb 15;2;195
484157;Casa na Bica;2396948;José;Lisboa;Misericrdia;3.870.962;-914.739;Entire home/apt;65;2;147;05.06.2018;Jan 54;1;136
486291;Casa do Largo - 2br Alfama Castelo;1725290;Carla;Lisboa;So Vicente;3.871.354;-91.291;Entire home/apt;50;2;311;30.08.2019;Mrz 26;1;226
487394;Bright & cozy apartment in Alfama;2412046;Pedro;Lisboa;Santa Maria Maior;3.871.259;-912.912;Entire home/apt;48;5;305;16.11.2019;Feb 79;1;242
487633;Charming Apartment Mouraria Castelo;2412924;Michela;Lisboa;Santa Maria Maior;3.871.376;-91.364;Entire home/apt;57;3;348;30.09.2020;Mrz 31;1;286
488241;Quiet and Warm Historic Alfama with A/C (TRV2);2396258;Fatima, Paula And Eduardo;Lisboa;Santa Maria Maior;3.871.252;-91.245;Entire home/apt;141;2;33;06.10.2019;0.36;16;345
488694;Travessa III - glamour in Lisbon's historic center;2396258;Fatima, Paula And Eduardo;Lisboa;Santa Maria Maior;3.871.276;-912.469;Entire home/apt;141;2;45;21.01.2019;0.60;16;357
489178;"Alfama Lisbon-""Windows to the Sun""";727771;Susana;Lisboa;Santa Maria Maior;3.871.214;-912.936;Entire home/apt;61;4;313;15.03.2020;Mrz 14;9;241
489804;Sunny terrace in Graça. Ideal for families;277909;Virginie;Lisboa;Arroios;3.872.067;-913.524;Entire home/apt;65;3;82;03.01.2018;0.94;1;0
492031;Cosy room 25m and private balcony;2431833;Renata;Lisboa;Estrela;3.871.063;-916.458;Private room;70;1;18;28.05.2018;0.45;2;364
493169;StreetSmart Room 2;2436137;Rosa;Lisboa;Campolide;3.873.802;-9.165;Private room;30;3;0;;;2;137
493274;The Flat with The View.;2437170;Bruno;Lisboa;So Vicente;3.872.068;-913.157;Entire home/apt;123;2;504;14.03.2020;Apr 94;1;209
493438;CENTRAL 2 BED APT - Very cozy and typical!;2437658;Cristina;Lisboa;Penha de Frana;3.873.067;-913.103;Entire home/apt;49;3;40;22.10.2019;0.66;1;262
495237;Amazing Terraces in Alfama;2446180;Chiho & Nuno;Lisboa;So Vicente;387.144;-912.395;Entire home/apt;120;4;309;29.03.2020;Feb 89;10;0
495936;Massamá , Aeroporto Serra e Mar;2449050;Henrique;Oeiras;Oeiras e S.Julio da Barra, Pao de Arcos e Caxias;3.870.824;-927.797;Private room;45;1;0;;;1;365
496725;Among the gorse and the breeze;2453228;Claire;Sintra;So Joo das Lampas e Terrugem;388.475;-945.225;Entire home/apt;65;3;121;05.09.2015;Jan 60;4;198
496744;Enjoy Nature and Culture in Sintra;2453228;Claire;Sintra;So Joo das Lampas e Terrugem;3.884.858;-945.321;Entire home/apt;70;5;30;11.07.2016;0.36;4;209
497424;Alfama Apartment - Feel at Home;2455881;Fabien & Marcia;Lisboa;Santa Maria Maior;3.871.066;-912.902;Entire home/apt;60;2;257;11.08.2019;Feb 63;1;305
500107;Santa Catarina, Lisbon Details;780618;Alexandre And Carolina;Lisboa;Misericrdia;3.871.133;-914.796;Entire home/apt;71;4;402;18.12.2020;Mrz 75;4;222
500840;Lisboa Special Prices!;1121762;Silvia;Lisboa;Santa Maria Maior;387.126;-912.791;Entire home/apt;30;2;300;24.11.2018;03. Mrz;2;298
502180;Bairro Alto apartment;218778;José;Lisboa;Misericrdia;3.871.304;-914.684;Entire home/apt;65;7;20;04.08.2018;0.19;5;365
505372;Nice room, nice family, nice view;2491484;Armando;Lisboa;Alvalade;3.875.377;-914.852;Private room;35;1;5;19.07.2015;0.08;1;365
505847;Great apartment in the Old Town III with terrace;914126;Martin;Lisboa;Santa Maria Maior;3.871.091;-913.784;Entire home/apt;120;2;63;16.10.2019;0.76;17;317
506047;BAIRRO ALTO Ap (Free Pocket Wi-Fi);2494477;Paulo;Lisboa;Misericrdia;3.871.361;-914.689;Entire home/apt;48;3;192;24.08.2019;Jan 82;3;365
512669;Friends & Family House w/ Oceanview near Ericeira;2333633;Maria;Torres Vedras;So Pedro da Cadeira;39.057;-941.382;Entire home/apt;200;4;49;28.12.2014;0.45;3;259
514936;DAHOUSE LUXURY VILLA / CASCAIS;643762;Dahouse;Cascais;Alcabideche;3.873.282;-939.581;Private room;133;6;1;01.08.2013;0.01;2;350
515794;Look this very nice double room;879007;José Carlos;Torres Vedras;Ramalhal;3.913.337;-923.616;Private room;58;1;0;;;1;365
526914;Tranquilidade em Lisboa / Lisbon Tranquility;2589476;Rui;Lisboa;Ajuda;3.870.846;-919.649;Private room;64;1;239;02.12.2019;Feb 52;1;341
528641;The Tejo Apartment Best Location with River View;2414871;Carla;Lisboa;Misericrdia;387.074;-914.209;Entire home/apt;120;3;278;25.10.2019;Feb 61;1;134
528892;Casa do Jardim - a lovely corner!!!;763034;Eduardo;Mafra;Igreja Nova e Cheleiros;3.889.013;-931.186;Entire home/apt;60;2;44;11.09.2020;0.62;5;122
531399;Gorgeous room Lisbon charming apt;2610763;Maria;Lisboa;Santo Antnio;387.235;-914.461;Private room;20;3;61;31.08.2019;0.72;2;277
531992;Casa da Azenha in Sintra Hills;2613954;Susana;Sintra;Colares;3.879.312;-945.599;Entire home/apt;85;3;56;09.10.2018;0.52;3;0
534850;Charming place in historical Lisbon;2627705;Luis;Lisboa;So Vicente;3.871.428;-91.305;Entire home/apt;60;3;2;24.01.2021;0.32;4;319
535226;ALMIRANTE77 now with double glazing;2372087;Albertino;Lisboa;Arroios;3.872.735;-913.494;Entire home/apt;156;3;25;04.09.2017;0.30;57;364
536725;Spacious apartment Lisbon center;2636342;Francisca;Lisboa;Misericrdia;3.870.786;-914.346;Entire home/apt;69;2;73;04.01.2020;0.78;1;169
537107;Great Apartment in the Old Town IV;914126;Martin;Lisboa;Santa Maria Maior;3.871.127;-913.762;Entire home/apt;120;2;75;06.01.2020;0.81;17;277
538364;Castelo Patio Apartment 6-8 persons;2644593;Thi Hien;Lisboa;Santa Maria Maior;3.871.338;-91.355;Entire home/apt;140;3;122;13.06.2019;Jan 21;1;0
538667;Studio Santa Catarina (68m2);2643430;Ana;Lisboa;Misericrdia;3.871.052;-914.874;Entire home/apt;53;30;11;06.12.2020;0.44;1;258
539896;Lovely Garden Annex Cascais Sintra;2652477;Maria Antónia;Sintra;Rio de Mouro;3.875.879;-935.783;Entire home/apt;55;2;187;13.09.2018;Jan 94;1;219
540190;Lisbon Panorama II;1788136;Mário;Lisboa;So Vicente;3.871.927;-913.293;Entire home/apt;84;2;176;09.02.2020;Jan 81;4;0
540755;Bairro Alto, a poetic place to be on Tejo;2804575;Teresa;Lisboa;Misericrdia;3.871.301;-915.202;Entire home/apt;90;3;53;13.10.2019;0.89;1;326
543049;BAIRRO ALTO - BICA Central Spacious Bright;1029524;Luis;Lisboa;Misericrdia;3.871.033;-914.651;Entire home/apt;78;3;223;14.03.2020;Feb 59;17;326
543783;Tram 28: Perfect View over Alfama!;901710;André, Ricardo & Luís;Lisboa;Santa Maria Maior;3.871.046;-913.134;Entire home/apt;62;1;358;26.02.2020;Mrz 37;2;322
544784;Quarto de Clara;2678906;Clara;Lisboa;Santa Maria Maior;3.871.656;-913.428;Entire home/apt;53;3;44;22.09.2019;0.64;1;15
547502;Spacious with amazing seafront view @ ocean side;2691427;Anabela;Cascais;Cascais e Estoril;3.869.392;-937.232;Entire home/apt;100;3;81;26.07.2019;0.85;1;101
548153;Casa da Palmeira;2694626;María Cristina;Cascais;Cascais e Estoril;3.869.266;-942.522;Entire home/apt;750;2;15;07.10.2018;0.41;1;326
551697;Beautiful Guesthouse by the beach;2711241;Susanna;Sintra;Colares;388.218;-94.704;Private room;65;2;26;22.11.2015;0.31;2;331
553492;Have a nice stay!;2720064;Manuela;Torres Vedras;S.Pedro e Santiago, S.Maria e S.Miguel, e Mataces;3.910.096;-928.196;Entire home/apt;49;3;27;23.11.2019;0.46;2;305
555172;Bairro Alto /Bica Vista  Rio Tejo;2727077;Daniel;Lisboa;Misericrdia;3.870.854;-914.574;Entire home/apt;55;1;544;11.01.2020;05. Okt;2;0
555230;Lisbon Apartment-  Amazing Views;2727077;Daniel;Lisboa;Santa Maria Maior;387.157;-913.237;Entire home/apt;45;1;321;02.01.2020;Feb 97;2;0
557764;Lovely & Cozy with Amazing View & Central Location;2742343;André;Lisboa;Arroios;387.162;-913.928;Entire home/apt;80;1;151;12.10.2019;Jan 80;2;326
558363;Lisbon City Break NEW apartment!;2745833;Alexandra;Lisboa;Avenidas Novas;387.437;-914.895;Entire home/apt;69;5;54;23.03.2019;0.58;1;48
558523;Giestal Tejo;2746396;Maria;Lisboa;Alcntara;3.870.235;-918.972;Private room;25;2;130;28.10.2019;Jan 55;1;0
559455;Beautiful apartment BAIRRO ALTO 22;136230;David;Lisboa;Misericrdia;3.870.984;-914.977;Entire home/apt;50;1;127;12.08.2019;Jan 18;11;114
560526;Central and nice ensuite bedroom;2756485;Lu;Lisboa;Avenidas Novas;3.873.986;-914.997;Private room;39;2;13;01.09.2019;0.39;1;363
561370;Charming rooms in beautifull SINTRA;2759933;Miguel;Sintra;S.Maria, S.Miguel, S.Martinho, S.Pedro Penaferrim;3.879.446;-937.991;Shared room;58;2;35;07.08.2018;0.46;1;363
564050;Apartment in historical Alfama;2773320;Pedro;Lisboa;Santa Maria Maior;3.871.315;-912.436;Entire home/apt;50;2;304;02.12.2019;Mrz 30;1;293
564265;House in Ericeira's historic center;2774672;Herwig;Mafra;Ericeira;389.671;-941.833;Entire home/apt;145;5;32;17.08.2019;0.37;7;315
565065;InSuites Chiado Deluxe Roof Top Duplex;1526948;Tote Ser;Lisboa;Santa Maria Maior;3.870.953;-913.832;Entire home/apt;261;3;32;16.02.2020;0.55;3;18
571283;Cascais Guincho - 4+1 Guests - 80m2 w/ balcony;2811099;André;Cascais;Cascais e Estoril;3.870.604;-944.587;Entire home/apt;60;5;5;25.08.2018;0.11;1;290
573313;Casa de Malvar apto local agradavel;2820083;Sylvia;Lisboa;Benfica;3.874.337;-919.598;Entire home/apt;65;3;17;12.07.2016;0.21;2;4
574799;Central Single Bedroom, Camões awaits you!;2511568;Diogo;Lisboa;Misericrdia;3.871.051;-914.245;Private room;39;3;56;12.05.2016;0.58;2;364
578080;Charming flat in centre of Cascais Old Town;2723052;Guilherme;Cascais;Cascais e Estoril;3.869.778;-942.152;Entire home/apt;150;5;14;06.11.2017;0.17;1;300
579469;Gulbenkian Apartment;2381723;Renata;Lisboa;Avenidas Novas;3.873.708;-914.621;Entire home/apt;55;3;241;18.02.2020;Feb 49;2;258
579988;Yellow House-Relax for big families;2127831;Paulo;Sintra;Colares;3.880.897;-945.219;Entire home/apt;456;1;106;07.03.2020;Jan 52;1;188
581169;Private room, great flat in center!;515924;Joel;Lisboa;Santo Antnio;3.872.016;-914.376;Private room;28;6;13;11.08.2012;0.60;5;355
585175;BAIRRO ALTO Std (Free Pocket Wi-Fi);2494477;Paulo;Lisboa;Misericrdia;3.871.176;-914.704;Entire home/apt;43;3;167;16.10.2019;Jan 69;3;359
585285;ChezChaouen~Lovely well located Ap. Bairro Alto;2884698;Patrícia;Lisboa;Misericrdia;3.871.322;-91.471;Entire home/apt;50;2;131;06.10.2019;Jan 50;1;346
585793;Beautiful Estrela - Lisbon;2201676;João;Lisboa;Estrela;3.871.187;-916.064;Entire home/apt;60;5;3;04.01.2015;0.04;1;364
593624;LIVERPOOL ANTIC;2372087;Albertino;Lisboa;Arroios;3.872.833;-91.337;Entire home/apt;205;3;38;02.01.2021;0.48;57;326
594877;Apartment with private garden and wifi in Lisbon.;2939406;Inês;Lisboa;Santo Antnio;3.872.344;-914.339;Entire home/apt;40;5;62;17.07.2019;01. Aug;1;291
596705;Very Central in Alfama - Lisbon from the Past;727771;Susana;Lisboa;Santa Maria Maior;3.871.212;-912.934;Entire home/apt;54;3;361;11.10.2019;Mrz 43;9;318
597325;The house on the hill;317313;Miguel;Lisboa;Santa Maria Maior;3.871.307;-913.493;Entire home/apt;95;7;20;24.12.2017;0.29;1;363
599406;Sunny double room+WiFi+Kitchen+Free Parking;507901;Ana E Lucien;Lisboa;Alvalade;3.874.942;-913.141;Private room;19;7;25;11.08.2016;0.34;6;325
600565;LisbonCore Apartment I in Bairro Alto, Chiado;2971040;Estela;Lisboa;Misericrdia;3.871.158;-914.377;Entire home/apt;56;2;107;22.12.2017;01. Jun;11;152
601241;Old Cascais Central Charming Attic;2023076;Pedro;Cascais;Cascais e Estoril;3.870.019;-942.391;Entire home/apt;70;3;68;06.10.2019;0.95;3;297
603477;T1 in the center of Lisbon Homely;2987411;Vera;Lisboa;Areeiro;3.873.866;-913.047;Private room;84;30;0;;;1;365
604554;Casa Nino III @ Bairro Alto;3812367;Nino;Lisboa;Misericrdia;3.870.952;-915.025;Entire home/apt;50;2;324;17.02.2020;Mrz 25;2;69
605995;Wonderful apartment 11km from Lisbon;2602745;Barbara & Fernando;Amadora;Falagueira-Venda Nova;3.876.352;-922.963;Entire home/apt;40;7;8;19.05.2018;0.09;1;171
607083;Principe Real Garden Apartment;7547027;Maria;Lisboa;Misericrdia;3.871.175;-91.441;Entire home/apt;50;3;97;06.11.2018;01. Jan;3;328
607621;Principe Real duplex Apartment;7547027;Maria;Lisboa;Misericrdia;3.871.509;-914.644;Entire home/apt;50;3;55;03.02.2020;0.58;3;347
608322;BAIRRO ALTO APARTMENT;3015120;João;Lisboa;Misericrdia;3.871.101;-914.516;Entire home/apt;75;3;187;01.10.2019;Jan 91;1;79
610771;Casa Nino II @ Bairro Alto;3812367;Nino;Lisboa;Misericrdia;3.870.953;-915.028;Entire home/apt;53;2;311;01.06.2021;Feb 92;2;55
612831;House of Maps : Downtown Lisbon;3033288;Pedro;Lisboa;Santa Maria Maior;3.871.386;-913.664;Entire home/apt;60;2;354;12.11.2019;Mrz 32;2;290
612917;Studio for 1-2 City Center - Rossio;3025319;João;Lisboa;Arroios;3.871.697;-913.987;Entire home/apt;28;2;277;06.04.2019;Feb 76;2;3
619755;Cascais: modern/renovated apartment;3071136;Daniel;Cascais;Cascais e Estoril;38.701;-943.206;Entire home/apt;82;4;45;15.06.2019;0.46;1;349
625871;Large  studio in best neighbourhood;1416183;Fadoflats;Lisboa;Santa Maria Maior;3.871.294;-914.233;Entire home/apt;88;2;79;15.09.2019;0.85;13;0
629209;Charming  flat with killer views;3125722;Sabine;Lisboa;Misericrdia;3.871.101;-915.092;Entire home/apt;40;2;130;22.10.2019;Jan 48;1;174
634959;IN CASCAIS near the centre holidays;3163158;Ana;Cascais;Cascais e Estoril;3.870.739;-942.363;Private room;200;3;0;;;1;365
635040;Casa do Jasmim - Vila de Sintra;3163622;Beatriz;Sintra;S.Maria, S.Miguel, S.Martinho, S.Pedro Penaferrim;3.880.044;-9.393;Entire home/apt;65;3;90;14.10.2017;0.95;2;299
640801;Charming apartment in Bairro Alto;3200138;Maria;Lisboa;Misericrdia;3.871.246;-914.655;Entire home/apt;54;4;217;15.04.2019;02. Mai;1;89
640928;Sunny apartment in the city centre;659306;Ana;Lisboa;Santa Maria Maior;3.871.378;-913.609;Entire home/apt;50;31;2;31.07.2015;0.03;3;303
641703;Perto do Guincho - Ideal para pessoas desportivas;3196813;Ana;Cascais;Cascais e Estoril;387.331;-944.911;Private room;30;1;77;02.08.2019;0.83;1;294
642175;Deluxe Three-Bedroom with big Garden Príncipe Real;2068065;Vanda;Lisboa;Misericrdia;3.871.151;-915.279;Entire home/apt;80;6;24;06.05.2013;0.29;33;364
643201;Clean & Safe Standard Studio 18528/AL;3215946;Amalia Studios;Lisboa;Arroios;387.171;-913.787;Entire home/apt;59;30;25;20.05.2013;0.23;6;171
643412;Flat for mid-lenght stay, 14270/AL;3215946;Amalia Studios;Lisboa;Arroios;387.327;-913.407;Entire home/apt;40;30;47;10.06.2017;0.49;6;166
643914;WONDERFULL APT PACO DE ARCOS BEACH;2372087;Albertino;Oeiras;Oeiras e S.Julio da Barra, Pao de Arcos e Caxias;3.869.555;-929.309;Entire home/apt;120;3;17;01.09.2014;0.21;57;308
643954;Bela Vista à Graça + Parking;3221454;Ana Isabel;Lisboa;So Vicente;3.871.927;-913.033;Entire home/apt;120;1;2;02.09.2017;0.02;1;364
